1-cysPrx_C	80,189,172
M	255,255,255
M-factor	255,255,255
M-inducer_phosp	255,255,255
M11L	255,255,255
M157	255,255,255
M16C_assoc	255,255,255
M20_dimer	218,154,97
M3	255,255,255
M60-like_N	102,208,137
M64_N	255,255,255
MA-Mit	255,255,255
MA3	255,255,255
MAAL_C	255,255,255
MAAL_N	255,255,255
MACPF	255,255,255
MAD	255,255,255
MADF_DNA_bdg	255,255,255
MAF_flag10	255,255,255
MAGE	255,255,255
MAGE_N	255,255,255
MAGI_u1	255,255,255
MAGI_u5	255,255,255
MAGP	255,255,255
MAGSP	255,255,255
MAGUK_N_PEST	255,255,255
MAJIN	255,255,255
MAM	255,255,255
MAM1	255,255,255
MAM33	255,255,255
MANEC	255,255,255
MAP	255,255,255
MAP17	255,255,255
MAP1B_neuraxin	255,255,255
MAP2_projctn	255,255,255
MAP65_ASE1	255,255,255
MAP7	255,255,255
MAP70	255,255,255
MAPEG	60,212,161
MAPKK1_Int	255,255,255
MARCKS	255,255,255
MARVEL	255,255,255
MAR_sialic_bdg	255,255,255
MAS20	255,255,255
MASE1	210,153,97
MASE2	255,255,255
MASE3	255,255,255
MASE4	255,255,255
MASE5	255,255,255
MAT1	255,255,255
MAT1-1-2	255,255,255
MATH	255,255,255
MATalpha_HMGbox	255,255,255
MBA1	255,255,255
MBD	255,255,255
MBD_C	255,255,255
MBDa	255,255,255
MBF1	255,255,255
MBF2	255,255,255
MBG_2	60,210,77
MBOAT	116,79,215
MBOAT_2	96,197,109
MBR1	255,255,255
MBT	255,255,255
MC1	255,255,255
MCC-bdg_PDZ	255,255,255
MCCD1	255,255,255
MCD	255,255,255
MCD_N	255,255,255
MCH	255,255,255
MCLC	255,255,255
MCM	54,193,154
MCM2_N	255,255,255
MCM3AP_GANP	255,255,255
MCM_N	162,78,212
MCM_OB	121,80,221
MCM_bind	255,255,255
MCM_lid	88,146,184
MCPVI	255,255,255
MCPsignal	104,174,223
MCRA	215,92,133
MCRS_N	255,255,255
MCR_C	255,255,255
MCR_D	255,255,255
MCR_alpha	255,255,255
MCR_alpha_N	255,255,255
MCR_beta	255,255,255
MCR_beta_N	255,255,255
MCR_gamma	255,255,255
MCU	76,200,93
MDD_C	209,62,220
MDFI	255,255,255
MDH	255,255,255
MDM1	255,255,255
MDM10	255,255,255
MDM31_MDM32	255,255,255
MDMPI_C	69,145,202
MDMPI_N	214,107,221
MEA1	255,255,255
MEDS	198,120,52
MEF2_binding	255,255,255
MEIOC	255,255,255
MEKHLA	255,255,255
MENTAL	255,255,255
META	206,164,95
MFA1_2	255,255,255
MFAP1	255,255,255
MFMR	255,255,255
MFMR_assoc	255,255,255
MFP2b	255,255,255
MFS18	255,255,255
MFS_1	193,224,74
MFS_1_like	255,255,255
MFS_2	68,198,83
MFS_3	80,62,217
MFS_4	255,255,255
MFS_5	102,208,218
MFS_MOT1	255,255,255
MFS_Mycoplasma	255,255,255
MF_alpha	255,255,255
MF_alpha_N	255,255,255
MG2	255,255,255
MGAT2	255,255,255
MGC-24	255,255,255
MGDG_synth	190,187,76
MGS	97,202,71
MGTL	255,255,255
MH1	255,255,255
MH2	255,255,255
MHB	255,255,255
MHC2-interact	255,255,255
MHC_I	255,255,255
MHC_II_alpha	255,255,255
MHC_II_beta	255,255,255
MHC_I_2	255,255,255
MHC_I_3	255,255,255
MHC_I_C	255,255,255
MHCassoc_trimer	255,255,255
MHYT	219,71,215
MIB_HERC2	255,255,255
MICSWaP	255,255,255
MID_pPIWI_RE	190,75,191
MIEAP	255,255,255
MIF	255,255,255
MIF4G	143,57,183
MIF4G_like	255,255,255
MIF4G_like_2	255,255,255
MIG-14_Wnt-bd	255,255,255
MIIP	255,255,255
MINDY_DUB	255,255,255
MIOX	255,255,255
MIP	105,207,228
MIP-T3	255,255,255
MIR	255,255,255
MIS13	255,255,255
MISS	255,255,255
MIT	255,255,255
MITF_TFEB_C_3_N	255,255,255
MIT_C	255,255,255
MIT_LIKE_ACTX	255,255,255
MIase	214,164,56
MJ1316	255,255,255
MKLP1_Arf_bdg	255,255,255
MKRN1_C	255,255,255
MKT1_C	255,255,255
MKT1_N	255,255,255
MLANA	255,255,255
MLD	255,255,255
MLIP	255,255,255
MLTD_N	255,255,255
MLTR_LBD	229,228,64
MMACHC	255,255,255
MMADHC	255,255,255
MMM1	255,255,255
MMPL	228,109,193
MMR1	255,255,255
MMR_HSR1	105,180,226
MMR_HSR1_C	255,255,255
MMR_HSR1_Xtn	71,61,188
MMS19_C	160,217,94
MMS19_N	202,86,208
MMS1_N	255,255,255
MMS22L_C	255,255,255
MMS22L_N	255,255,255
MMTV_SAg	255,255,255
MMU163	255,255,255
MM_CoA_mutase	67,86,223
MMgT	178,84,121
MMtag	255,255,255
MNE1	255,255,255
MNHE	77,64,195
MNNL	255,255,255
MNR	255,255,255
MNSV_P7B	255,255,255
MOEP19	255,255,255
MOFRL	255,255,255
MOLO1	255,255,255
MOR2-PAG1_C	255,255,255
MOR2-PAG1_N	255,255,255
MOR2-PAG1_mid	255,255,255
MORN	255,255,255
MORN_2	215,114,88
MOSC	96,194,162
MOSC_N	209,103,209
MOSP_C	255,255,255
MOSP_N	255,255,255
MOZART1	255,255,255
MOZART2	255,255,255
MOZ_SAS	255,255,255
MP	255,255,255
MPC	255,255,255
MPDZ_u10	255,255,255
MPLKIP	255,255,255
MPM1	255,255,255
MPP6	255,255,255
MPS-4	255,255,255
MPS2	255,255,255
MPTase-PolyVal	54,193,134
MRAP	255,255,255
MRC1	255,255,255
MREG	255,255,255
MRFAP1	255,255,255
MRF_C1	255,255,255
MRF_C2	255,255,255
MRG	255,255,255
MRI	255,255,255
MRJP	255,255,255
MRNIP	255,255,255
MRP	255,255,255
MRP-63	255,255,255
MRP-L20	255,255,255
MRP-L27	255,255,255
MRP-L28	255,255,255
MRP-L46	255,255,255
MRP-L47	255,255,255
MRP-L51	255,255,255
MRP-S22	255,255,255
MRP-S23	255,255,255
MRP-S24	255,255,255
MRP-S25	255,255,255
MRP-S26	255,255,255
MRP-S27	255,255,255
MRP-S28	255,255,255
MRP-S31	255,255,255
MRP-S32	255,255,255
MRP-S33	255,255,255
MRP-S34	255,255,255
MRP-S35	255,255,255
MRP_L53	255,255,255
MRVI1	255,255,255
MR_MLE_C	191,184,94
MR_MLE_N	63,73,226
MSA-2c	255,255,255
MSA_2	255,255,255
MSC	255,255,255
MSG	255,255,255
MSL1_dimer	255,255,255
MSL2-CXC	255,255,255
MSP	255,255,255
MSP1_C	255,255,255
MSP1a	255,255,255
MSP1b	255,255,255
MSP7_C	255,255,255
MSSP	255,255,255
MSV199	255,255,255
MS_channel	177,58,210
MT	255,255,255
MT-A70	255,255,255
MT0933_antitox	203,70,200
MTABC_N	255,255,255
MTA_R1	255,255,255
MTBP_C	255,255,255
MTBP_N	255,255,255
MTBP_mid	255,255,255
MTCP1	255,255,255
MTD	255,255,255
MTES_1575	57,182,154
MTH865	255,255,255
MTHFR	209,76,219
MTHFR_C	255,255,255
MTP18	255,255,255
MTS	99,227,110
MTS_N	255,255,255
MTTB	255,255,255
MU117	255,255,255
MUG113	133,190,71
MULE	197,53,186
MVL	255,255,255
MVP_shoulder	255,255,255
MWFE	255,255,255
MYCBPAP	255,255,255
MYEOV2	255,255,255
MYO10_CC	255,255,255
MYT1	255,255,255
M_domain	255,255,255
MaAIMP_sms	78,123,205
Mab-21	255,255,255
Mac	188,228,87
Mac-1	255,255,255
MacB_PCD	79,76,190
Mac_assoc	255,255,255
Macin	255,255,255
Macoilin	255,255,255
Macro	65,211,62
Macro_2	255,255,255
Macscav_rec	255,255,255
Mad3_BUB1_I	255,255,255
Mad3_BUB1_II	255,255,255
Mad3_BUB1_I_2	255,255,255
MadL	255,255,255
MadM	255,255,255
Maelstrom	255,255,255
Maf	116,184,91
Maf1	255,255,255
MafB	255,255,255
MafB19-deam	52,209,190
Maf_N	255,255,255
Maff2	255,255,255
Mago-bind	255,255,255
Mago_nashi	255,255,255
Mak10	255,255,255
Mak16	255,255,255
Mak_N_cap	77,111,221
MalF_P2	255,255,255
MalM	255,255,255
Mal_decarbox_Al	255,255,255
Malate_DH	255,255,255
Malate_synthase	84,70,202
Malectin	200,166,86
Malectin_like	192,100,221
Malic_M	222,99,188
Malt_amylase_C	112,65,207
MamL-1	255,255,255
Man-6-P_recep	255,255,255
Mannitol_dh	221,155,56
Mannitol_dh_C	196,64,94
MannoseP_isomer	53,184,51
Mannosidase_ig	91,226,147
Mannosyl_trans	255,255,255
Mannosyl_trans2	198,211,76
Mannosyl_trans3	255,255,255
Mannosyl_trans4	255,255,255
MaoC_dehydrat_N	215,186,64
MaoC_dehydratas	218,129,86
MapZ_C2	207,97,74
MapZ_EC1	181,56,199
MarB	255,255,255
MarC	183,65,84
MarR	60,185,86
MarR_2	46,89,185
Marek_A	255,255,255
Marek_SORF3	255,255,255
Mastoparan	255,255,255
Mastoparan_2	255,255,255
MatB	255,255,255
MatC_N	101,217,181
MatE	187,69,173
MatK_N	255,255,255
MatP	194,76,199
MatP_C	187,196,65
Mating_C	255,255,255
Mating_N	255,255,255
Matrilin_ccoil	255,255,255
Matrix	255,255,255
MauE	177,83,181
MauJ	255,255,255
MazE_antitoxin	226,108,170
MazG	199,54,154
MazG-like	200,96,198
MazG_C	65,180,79
MbeB_N	255,255,255
MbeD_MobD	255,255,255
MbtH	212,165,97
MccV	197,161,86
Mce4_CUP1	211,54,103
MciZ	255,255,255
Mcl1_mid	255,255,255
Mcm10	255,255,255
Mcp5_PH	255,255,255
McrBC	91,223,124
MctB	255,255,255
McyA_C	214,132,76
MdcE	255,255,255
MdcG	255,255,255
MdoG	255,255,255
Mdv1	255,255,255
Me-amine-dh_H	255,255,255
Me-amine-dh_L	255,255,255
MeMO_Hyd_G	255,255,255
MeaB	200,208,71
MecA	255,255,255
MecA_N	226,116,74
Meckelin	255,255,255
Med1	255,255,255
Med10	255,255,255
Med11	255,255,255
Med12	255,255,255
Med12-LCEWAV	255,255,255
Med12-PQL	255,255,255
Med13_C	255,255,255
Med13_N	255,255,255
Med14	255,255,255
Med15	255,255,255
Med15_fungi	255,255,255
Med16	255,255,255
Med17	255,255,255
Med18	255,255,255
Med19	255,255,255
Med2	255,255,255
Med20	255,255,255
Med21	255,255,255
Med22	255,255,255
Med23	255,255,255
Med24_N	255,255,255
Med25	255,255,255
Med25_NR-box	255,255,255
Med25_SD1	255,255,255
Med25_VWA	255,255,255
Med26	255,255,255
Med26_C	255,255,255
Med26_M	255,255,255
Med27	255,255,255
Med28	255,255,255
Med29	255,255,255
Med3	255,255,255
Med30	255,255,255
Med31	255,255,255
Med4	255,255,255
Med5	255,255,255
Med6	255,255,255
Med7	255,255,255
Med8	255,255,255
Med9	255,255,255
Megourin	255,255,255
Mei4	255,255,255
Mei5	255,255,255
Mei5_like	255,255,255
Meiosis_expr	255,255,255
Meiotic_rec114	255,255,255
Meis_PKNOX_N	255,255,255
MelC1	182,64,58
Meleagrin	255,255,255
Melibiase	74,185,172
Melibiase_2	186,142,93
Melibiase_2_C	81,185,179
Melibiase_C	78,187,195
Melittin	255,255,255
Mem_trans	178,51,81
Membr_traf_MHD	255,255,255
Membralin	255,255,255
Membrane_bind	255,255,255
Memo	255,255,255
Menin	255,255,255
MepB	183,87,168
Mer2	255,255,255
MerB	199,78,106
MerC	255,255,255
MerE	255,255,255
MerR	185,57,157
MerR-DNA-bind	152,80,196
MerR_1	100,202,107
MerR_2	182,177,78
MerT	255,255,255
Merozoite_SPAM	255,255,255
Mersacidin	112,97,225
Mesd	255,255,255
Mesothelin	255,255,255
MetJ	255,255,255
MetRS-N	255,255,255
MetW	81,187,213
Met_10	199,133,87
Met_asp_mut_E	94,203,101
Met_gamma_lyase	255,255,255
Met_synt_B12	60,212,227
Metal_CEHH	255,255,255
Metal_hydrol	72,190,117
Metal_resist	255,255,255
Metalloenzyme	138,204,83
Metallopep	255,255,255
Metallophos	181,197,58
MetallophosC	187,57,77
MetallophosN	73,203,68
Metallophos_2	143,76,212
Metallophos_3	255,255,255
Metallophos_C	255,255,255
Metallothi_Euk2	255,255,255
Metallothio	255,255,255
Metallothio_11	255,255,255
Metallothio_2	255,255,255
Metallothio_5	255,255,255
Metallothio_6	255,255,255
Metallothio_Cad	255,255,255
Metallothio_Euk	255,255,255
Metallothio_PEC	255,255,255
Metallothio_Pro	255,255,255
Metaviral_G	255,255,255
Meth_synt_1	102,88,199
Meth_synt_2	163,221,87
Methuselah_N	255,255,255
MethyTransf_Reg	255,255,255
Methylase_S	94,156,220
Methyltr_RsmB-F	185,52,86
Methyltr_RsmF_N	255,255,255
Methyltranf_PUA	255,255,255
Methyltrans_Mon	255,255,255
Methyltrans_RNA	106,123,214
Methyltrans_SAM	206,85,142
MethyltransfD12	99,209,105
Methyltransf_10	255,255,255
Methyltransf_11	106,219,159
Methyltransf_12	187,59,115
Methyltransf_13	209,96,160
Methyltransf_14	229,72,107
Methyltransf_15	255,255,255
Methyltransf_16	255,255,255
Methyltransf_17	255,255,255
Methyltransf_18	255,255,255
Methyltransf_19	125,181,73
Methyltransf_1N	96,209,110
Methyltransf_2	50,51,190
Methyltransf_20	96,140,203
Methyltransf_21	95,204,52
Methyltransf_22	255,255,255
Methyltransf_23	188,189,66
Methyltransf_24	106,221,159
Methyltransf_25	227,135,74
Methyltransf_28	255,255,255
Methyltransf_29	92,124,224
Methyltransf_3	168,187,48
Methyltransf_30	255,255,255
Methyltransf_31	214,74,181
Methyltransf_32	227,117,66
Methyltransf_33	228,226,80
Methyltransf_34	255,255,255
Methyltransf_4	186,183,89
Methyltransf_5	57,116,220
Methyltransf_7	93,191,90
Methyltransf_8	255,255,255
Methyltransf_9	255,255,255
Methyltransf_FA	255,255,255
Methyltransf_PK	255,255,255
Methyltrn_RNA_2	255,255,255
Methyltrn_RNA_3	255,255,255
Methyltrn_RNA_4	255,255,255
Mfa1	255,255,255
Mfa2	255,255,255
Mfa_like_1	255,255,255
Mfa_like_2	255,255,255
Mfp-3	255,255,255
Mg-por_mtran_C	255,255,255
Mg296	255,255,255
Mg_chelatase	199,220,103
Mg_chelatase_C	224,211,78
Mg_trans_NIPA	225,87,178
Mga	255,255,255
Mgm101p	255,255,255
MgpC	255,255,255
Mgr1	255,255,255
MgrB	255,255,255
MgsA_C	224,154,71
MgtC	193,85,162
MgtE	55,87,223
MgtE_N	177,92,225
Mhr1	255,255,255
MiAMP1	255,255,255
MiaE	255,255,255
MiaE_2	145,192,73
Mic1	255,255,255
Microcephalin	255,255,255
Microcin	255,255,255
Microtub_bd	255,255,255
Microtub_bind	255,255,255
Microvir_H	255,255,255
Microvir_J	255,255,255
Microvir_lysis	255,255,255
Mid1	255,255,255
Mid2	255,255,255
Mif2_N	255,255,255
Miff	255,255,255
Mig-14	255,255,255
Miga	255,255,255
Milton	255,255,255
MinC_C	63,191,127
MinC_N	255,255,255
MinE	123,211,87
Minor_capsid_1	255,255,255
Minor_capsid_2	255,255,255
Minor_capsid_3	255,255,255
Minor_tail_Z	255,255,255
MipA	255,255,255
MipZ	255,255,255
Mis12	255,255,255
Mis14	255,255,255
Misat_Tub_SegII	255,255,255
Mistic	255,255,255
MitMem_reg	255,255,255
Mit_KHE1	255,255,255
Mit_proteolip	255,255,255
Mit_ribos_Mrp51	255,255,255
MitoNEET_N	255,255,255
Mito_carr	159,187,84
Mito_fiss_Elm1	255,255,255
Mito_fiss_reg	255,255,255
Mito_morph_reg	255,255,255
Mitoc_L55	255,255,255
Mitochondr_Som1	255,255,255
Mitofilin	255,255,255
Mitovir_RNA_pol	255,255,255
MlaA	255,255,255
MlaC	255,255,255
MlaD	219,201,73
MlaE	56,97,187
Mlf1IP	255,255,255
Mlh1_C	228,134,79
MliC	255,255,255
Mlo	255,255,255
Mlp	255,255,255
MlrC_C	192,174,73
MltA	255,255,255
Mltc_N	255,255,255
MmcB-like	255,255,255
MmgE_PrpD	166,220,102
MmlI	148,216,86
MmoB_DmpM	255,255,255
Mn_catalase	59,189,89
Mnd1	255,255,255
MnhB	153,222,110
MnmE_helical	255,255,255
Mntp	255,255,255
Mo-co_dimer	105,224,154
Mo-nitro_C	255,255,255
Mo25	255,255,255
MoCF_biosynth	75,187,175
MoCoBD_1	142,207,95
MoaC	81,126,206
MoaE	70,60,221
MoaF	255,255,255
MoaF_C	255,255,255
Mob1_phocein	255,255,255
MobA_MobL	54,83,189
MobB	82,164,191
MobC	179,69,227
MobL	211,108,89
Mob_Pre	51,103,188
Mob_synth_C	149,103,225
Mobilization_B	255,255,255
Mod_r	255,255,255
MoeA_C	59,190,161
MoeA_N	93,188,107
Mog1	255,255,255
MogR_DNAbind	255,255,255
Molybdop_Fe4S4	186,68,186
Molybdopterin	65,194,78
Molybdopterin_N	90,186,159
Molydop_binding	184,132,64
Mon1	255,255,255
Mon2_C	255,255,255
Monellin	255,255,255
Mononeg_RNA_pol	255,255,255
Mononeg_mRNAcap	255,255,255
Monooxygenase_B	255,255,255
Mor	255,255,255
Moricin	255,255,255
MotA_ExbB	255,255,255
MotA_activ	255,255,255
MotB_plug	255,255,255
MotCF	255,255,255
MotY_N	89,166,180
Motile_Sperm	255,255,255
Motilin_assoc	255,255,255
Motilin_ghrelin	255,255,255
Moulting_cycle	255,255,255
MpPF1	255,255,255
MpPF26	255,255,255
Mpp10	255,255,255
Mpt_N	255,255,255
Mpv17_PMP22	255,255,255
Mqo	73,180,113
MqsA_antitoxin	255,255,255
MqsR_toxin	255,255,255
MraY_sig1	88,201,52
MraZ	183,161,79
Mre11_DNA_bind	255,255,255
MreB_Mbl	55,204,164
MreC	255,255,255
MreD	255,255,255
MrpF_PhaF	98,190,89
Mrr_N	255,255,255
Mrr_cat	58,187,128
Mrr_cat_2	118,178,61
Mrx7	255,255,255
Msap1	255,255,255
MscL	197,106,59
MscS_TM	255,255,255
MscS_porin	255,255,255
Msg2_C	255,255,255
Mso1_C	255,255,255
Mso1_Sec1_bdg	255,255,255
MspA	81,181,149
Mss4	255,255,255
Mst1_SARAH	255,255,255
MsyB	255,255,255
MtN3_slv	255,255,255
Mt_ATP-synt_B	255,255,255
Mt_ATP-synt_D	179,53,145
Mt_ATP_synt	255,255,255
MtaB	255,255,255
Mtc	255,255,255
Mtd_N	138,95,195
Mtf2_C	255,255,255
MtlR	255,255,255
MtmB	255,255,255
Mto2_bdg	255,255,255
Mtp	255,255,255
Mtr2	255,255,255
MtrA	226,98,90
MtrB	255,255,255
MtrB_PioB	255,255,255
MtrC	255,255,255
MtrD	255,255,255
MtrE	255,255,255
MtrF	255,255,255
MtrG	255,255,255
MtrH	255,255,255
MttA_Hcf106	74,206,98
Mu-conotoxin	255,255,255
Mu-like_Com	255,255,255
Mu-like_Pro	255,255,255
Mu-like_gpT	255,255,255
Mu-transpos_C	73,158,216
MuF_C	59,188,84
Mub_B2	226,91,181
MucBP	255,255,255
MucBP_2	153,223,108
MucB_RseB	255,255,255
MucB_RseB_C	255,255,255
Mucin	255,255,255
Mucin-like	255,255,255
Mucin15	255,255,255
Mucin2_WxxW	255,255,255
Mucin_bdg	154,181,81
MukB	255,255,255
MukB_hinge	255,255,255
MukE	255,255,255
MukF_C	255,255,255
MukF_M	255,255,255
Multi-haem_cyto	255,255,255
Multi_Drug_Res	199,75,202
Multi_ubiq	52,138,200
MurB_C	88,193,151
MurJ	58,92,194
Mur_ligase	64,188,155
Mur_ligase_C	197,75,168
Mur_ligase_M	57,133,195
Muraidase	255,255,255
Mus7	255,255,255
Musclin	255,255,255
Muskelin_N	255,255,255
Mustang	255,255,255
Mut7-C	206,163,85
MutH	255,255,255
MutL	255,255,255
MutL_C	255,255,255
MutS_I	208,180,91
MutS_II	191,184,60
MutS_III	87,171,208
MutS_IV	255,255,255
MutS_V	106,217,199
Muted	255,255,255
MvaI_BcnI	255,255,255
Mvb12	255,255,255
Mx_ML	255,255,255
MxiM	255,255,255
MyTH4	255,255,255
Myb_CC_LHEQLE	189,117,52
Myb_Cef	255,255,255
Myb_DNA-bind_2	255,255,255
Myb_DNA-bind_3	54,203,107
Myb_DNA-bind_4	255,255,255
Myb_DNA-bind_5	255,255,255
Myb_DNA-bind_6	80,158,205
Myb_DNA-bind_7	255,255,255
Myb_DNA-binding	102,211,191
Myc-LZ	255,255,255
MycE_N	57,199,127
Myc_N	255,255,255
Myc_target_1	255,255,255
Myco_19_kDa	255,255,255
Myco_arth_vir_N	255,255,255
Myco_haema	255,255,255
Mycobact_memb	64,97,225
Mycoplasma_p37	255,255,255
Myelin-PO_C	255,255,255
Myelin_MBP	255,255,255
Myelin_PLP	255,255,255
Myf5	255,255,255
Myofilin	255,255,255
Myosin-VI_CBD	255,255,255
Myosin_N	255,255,255
Myosin_TH1	255,255,255
Myosin_head	255,255,255
Myosin_tail_1	255,255,255
Myotoxins	255,255,255
Myotub-related	255,255,255
Myticin-prepro	255,255,255
N-SET	255,255,255
N-Term_TEN	255,255,255
N-glycanase_C	255,255,255
N-glycanase_N	255,255,255
N1221	255,255,255
N2227	193,58,83
N36	255,255,255
N6-adenineMlase	255,255,255
N6_Mtase	46,179,90
N6_N4_Mtase	54,198,162
NA37	255,255,255
NAAA-beta	255,255,255
NABP	255,255,255
NAC	255,255,255
NACHT	60,194,110
NACHT_N	255,255,255
NACHT_sigma	255,255,255
NAD-GH	218,105,155
NAD4L	255,255,255
NADH-G_4Fe-4S_3	70,129,200
NADH-UOR_E	255,255,255
NADH-u_ox-rdase	255,255,255
NADH5_C	255,255,255
NADH_4Fe-4S	95,196,140
NADH_B2	255,255,255
NADH_Oxid_Nqo15	255,255,255
NADH_dehy_S2_C	255,255,255
NADH_dh_m_C1	255,255,255
NADH_dhqG_C	255,255,255
NADH_oxidored	255,255,255
NADH_u_ox_C	255,255,255
NADHdeh_related	255,255,255
NADHdh	184,56,88
NADHdh-2_N	255,255,255
NADHdh_A3	255,255,255
NADPH_Ox	255,255,255
NAD_Gly3P_dh_C	80,195,100
NAD_Gly3P_dh_N	125,109,219
NAD_binding_1	177,211,96
NAD_binding_10	188,201,78
NAD_binding_11	141,199,89
NAD_binding_2	205,164,98
NAD_binding_3	89,165,190
NAD_binding_4	100,212,204
NAD_binding_5	61,197,70
NAD_binding_6	73,143,203
NAD_binding_7	229,162,111
NAD_binding_8	91,180,227
NAD_binding_9	102,219,118
NAD_kinase	214,129,96
NAD_synthase	204,109,227
NADase_NGA	255,255,255
NAF	255,255,255
NAGLU	129,224,85
NAGLU_C	193,58,179
NAGLU_N	223,96,140
NAGPA	174,75,205
NAGidase	255,255,255
NAM	162,56,224
NAM-associated	255,255,255
NAP	226,80,140
NAPRTase	193,72,95
NAPRTase_C	67,194,109
NAPRTase_N	124,78,203
NAR	255,255,255
NAR2	255,255,255
NARG2_C	255,255,255
NARP1	255,255,255
NAS	255,255,255
NAT	255,255,255
NAT_N	209,97,226
NB	255,255,255
NB-ARC	165,94,211
NB-LRR	255,255,255
NBD94	255,255,255
NBD_C	155,211,77
NBP1	255,255,255
NCA2	255,255,255
NCBP3	255,255,255
NCD1	255,255,255
NCD2	255,255,255
NCD3G	255,255,255
NCE101	255,255,255
NCKAP5	255,255,255
NCOA_u2	255,255,255
NCU-G1	255,255,255
NDC10_II	255,255,255
NDK	197,210,70
NDT80_PhoG	255,255,255
NDUFA12	255,255,255
NDUFB10	255,255,255
NDUFB11	255,255,255
NDUFV3	255,255,255
NDUF_B12	255,255,255
NDUF_B4	255,255,255
NDUF_B5	255,255,255
NDUF_B6	255,255,255
NDUF_B7	255,255,255
NDUF_B8	255,255,255
NDUF_C2	255,255,255
NEAT	255,255,255
NECFESHC	255,255,255
NEL	255,255,255
NEMO	255,255,255
NEMP	255,255,255
NERD	81,85,195
NESP55	255,255,255
NES_C_h	219,80,220
NETI	255,255,255
NEXCaM_BD	255,255,255
NFACT-C	255,255,255
NFACT-R_1	255,255,255
NFACT-R_2	208,115,80
NFRKB_winged	255,255,255
NGF	255,255,255
NGP1NT	255,255,255
NHL	186,63,63
NHR2	255,255,255
NHS	255,255,255
NHase_alpha	204,148,70
NHase_beta	192,161,86
NIBRIN_BRCT_II	255,255,255
NICE-1	255,255,255
NICE-3	255,255,255
NID	255,255,255
NIDO	255,255,255
NIF	255,255,255
NIF3	221,59,107
NIL	151,90,196
NINJA_B	255,255,255
NIPSNAP	118,80,216
NIP_1	255,255,255
NIR_SIR	96,208,89
NIR_SIR_ferr	51,200,158
NIT	185,78,149
NKAIN	255,255,255
NKAP	255,255,255
NKWYS	162,59,200
NLBH	255,255,255
NLE	255,255,255
NLPC_P60	187,86,137
NMD3	255,255,255
NMDAR2_C	255,255,255
NMN_transporter	79,222,192
NMO	100,193,226
NMT	255,255,255
NMT1	196,85,209
NMT1_2	139,182,81
NMT1_3	216,93,128
NMT_C	255,255,255
NMU	255,255,255
NNMT_PNMT_TEMT	101,178,208
NOA36	255,255,255
NOB1_Zn_bind	255,255,255
NOC3p	255,255,255
NOD	255,255,255
NODP	255,255,255
NOG1	255,255,255
NOGCT	255,255,255
NOP19	255,255,255
NOP5NT	109,171,227
NOPS	255,255,255
NOT2_3_5	183,82,157
NOZZLE	255,255,255
NO_synthase	49,184,163
NP1-WLL	255,255,255
NPA	255,255,255
NPAT_C	255,255,255
NPBW	255,255,255
NPC1_N	255,255,255
NPCBM	255,255,255
NPCBM_assoc	97,213,145
NPCC	255,255,255
NPDC1	255,255,255
NPF	255,255,255
NPFF	255,255,255
NPH-II	255,255,255
NPH3	205,186,96
NPHI_C	255,255,255
NPIP	255,255,255
NPL4	255,255,255
NPM1-C	255,255,255
NPP	255,255,255
NPP1	187,158,82
NPR	255,255,255
NPR1_interact	255,255,255
NPR1_like_C	255,255,255
NPR2	255,255,255
NPR3	255,255,255
NPV_P10	255,255,255
NQR2_RnfD_RnfE	226,167,61
NQRA	255,255,255
NQRA_SLBB	255,255,255
NRBF2	255,255,255
NRBF2_MIT	255,255,255
NRD1_2	255,255,255
NRDD	255,255,255
NRDE-2	255,255,255
NRIP1_repr_1	255,255,255
NRIP1_repr_2	255,255,255
NRIP1_repr_3	255,255,255
NRIP1_repr_4	255,255,255
NRN1	255,255,255
NR_Repeat	255,255,255
NRho	255,255,255
NS3	255,255,255
NS3_envE	255,255,255
NSF	255,255,255
NSP10	255,255,255
NSP11	255,255,255
NSP16	255,255,255
NSP2-B_epitope	255,255,255
NSP2_assoc	255,255,255
NST1	255,255,255
NSs	255,255,255
NT-C2	255,255,255
NT5C	255,255,255
NTF-like	255,255,255
NTF2	65,64,213
NTNH_C	255,255,255
NTP_transf_2	55,187,183
NTP_transf_3	52,209,196
NTP_transf_4	255,255,255
NTP_transf_5	191,137,74
NTP_transf_6	101,227,61
NTP_transf_7	255,255,255
NTP_transf_8	255,255,255
NTP_transf_9	184,123,83
NTP_transferase	198,101,87
NTPase_1	255,255,255
NTPase_I-T	255,255,255
NTPase_P4	255,255,255
NTR	255,255,255
NTR2	255,255,255
NTS	255,255,255
NTS_2	255,255,255
NTase_sub_bind	255,255,255
NUC129	255,255,255
NUC130_3NT	255,255,255
NUC153	255,255,255
NUC173	255,255,255
NUC194	255,255,255
NUC202	255,255,255
NUC205	255,255,255
NUDE_C	255,255,255
NUDIX	92,56,187
NUDIX-like	223,84,158
NUDIX_2	255,255,255
NUDIX_4	255,255,255
NUDIX_5	255,255,255
NUFIP1	255,255,255
NUFIP2	255,255,255
NUMOD1	255,255,255
NUMOD3	255,255,255
NUMOD4	255,255,255
NUP	255,255,255
NUP214	255,255,255
NUP50	255,255,255
NUSAP	255,255,255
NUT	255,255,255
NVEALA	255,255,255
NYAP_C	255,255,255
NYAP_N	255,255,255
NYD-SP12_N	255,255,255
NYD-SP28	255,255,255
NYD-SP28_assoc	255,255,255
