bgc_id	motif_id	n_training_matches	score_threshold	score	hit_genes
BGC0001769	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001769	MG1423_M1723_M1852	74	-6.585	0.404	AS-DegT_DnrJ_EryC1_c47,Hexose_dehydrat
BGC0001769	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0001769	MG1489_M1416_M1417	369	29.466	42.76	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0001769	MG1490_M0790_M1414	198	24.625	47.271	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-t2clf_c28,AS-t2clf_c39,GFO_IDH_MocA_c21,Hexose_dehydrat
BGC0001769	MG1523_M1029_M1031	539	14.904	27.643	AS-t2clf_c28,AS-t2clf_c39,Cyclase_polyket,FAD_binding_3_c18,Polyketide_cyc2
BGC0001769	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0001769	MG450_M0751_M2593_M2610	813	7.728	20.301	AS-MGT_c0,AS-RmlD_sub_bind_c29,GDP_Man_Dehyd,NTP_transferase
BGC0001770	M1199	295	4.574	28.505	AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3,AS-Stand_Alone_Lasso_RRE_c4,B12-binding_c2,Met_asp_mut_E
BGC0001770	M1292	67	9.353	9.353	AS-AMP-binding_c13,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0001770	MG1200_M1237_M2686_M2732	609	2.048	12.859	B12-binding_c2,Met_asp_mut_E
BGC0001770	MG1484_M0032_M2806_M2894	31	-93.284	-87.8	AS-PF00561,AS-PKS_AT_c24,AS-p450_c29
BGC0001771	M0333	41	6.56	9.841	E1_dh,Transket_pyr;Transketolase_C
BGC0001771	MG1410_M0344_M0429_M2012_M2015	1046	-3.047	8.703	E1_dh,Transket_pyr;Transketolase_C
BGC0001771	MG1412_M0921_M2016_M2017	621	3.807	19.85	Biotin_lipoyl;2-oxoacid_dh,E1_dh,Transket_pyr;Transketolase_C
BGC0001771	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	12.848	Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21
BGC0001773	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001773	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001773	MG1488_M0840_M1121	326	18.423	23.636	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0001773	MG1489_M1416_M1417	369	29.466	33.253	AS-MGT_c0,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0001773	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001778	M1424	241	2.632	26.888	AS-ectoine_synt_c5,Amdase,Transglut_core,dCMP_cyt_deam_1
BGC0001778	MG029_M0969_M0970	113	4.635	10.039	Indigoidine_A,PRAI
BGC0001779	M0954	1108	-1.999	11.897	AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0001781	M0954	1108	-1.999	21.283	AS-Asn_synthase_c14,AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0001782	M0176	123	6.674	6.674	AS-MannoseP_isomer_c2,Polyketide_cyc2
BGC0001783	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0001783	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0001783	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0001783	M0589	100	6.334	8.041	Aminotran_1_2,Lyase_1;ADSL_C,Sugar_tr
BGC0001783	M0689	391	6.955	6.955	Amidohydro_1,DAO
BGC0001783	M1375	92	0.336	12.39	FAD_binding_3_c36,Rieske;Ring_hydroxyl_A
BGC0001783	MG403_M1476_M1496_M2005	63	-41.918	-34.122	AS-Abhydrolase_6,Aminotran_1_2
BGC0001783	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	17.172	Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21,Methyltransf_2,Sugar_tr
BGC0001783	MG841_M1858_M1936	347	9.606	10.402	AS-EntA_c6,Isochorismatase_c21
BGC0001784	M0301	49	8.346	8.346	AS-p450_c16,Thioesterase_c35
BGC0001784	M0335	140	7.81	7.81	Bac_luciferase,RibD_C
BGC0001784	M0465	184	8.162	8.162	Bac_luciferase,Thioesterase_c35
BGC0001784	M0732	272	7.738	7.738	Flavin_Reduct,Thioesterase_c35
BGC0001784	M1024	425	7.571	7.571	Bac_luciferase,Flavin_Reduct
BGC0001784	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0001784	MG1357_M1293_M1551_M1552	336	-9.109	-0.353	Bac_luciferase,Flavin_Reduct,MmgE_PrpD,Thioesterase_c35
BGC0001784	MG1484_M0032_M2806_M2894	31	-93.284	-66.774	AS-p450_c26,Aldo_ket_red,Bac_luciferase,CoA_transf_3,Cyclase,Methyltransf_11_c7
BGC0001785	M0437	179	8.37	8.37	AS-DegT_DnrJ_EryC1_c15,NTP_transferase
BGC0001785	M0713	227	8.749	17.914	Glyco_trans_4_4_c5;AS-Glycos_transf_1_c3,NTP_transferase,Peptidase_M23
BGC0001785	MG139_M1481_M2482	189	6.55	29.701	Acetyltransf_CG,Asp_Glu_race,Glyco_trans_4_4_c5;AS-Glycos_transf_1_c3,NAD_binding_2;6PGD,Peptidase_M23
BGC0001785	MG494_M1556_M1899_M1903_M1908_M1909_M1911_M1914_M1916_M1917	269	-1.697	41.777	AS-DHQ_synthase_c2,AS-DegT_DnrJ_EryC1_c15,Acetyltransf_2,DHquinase_II,FAD_binding_3_c37,HAD_2_c30,ROK
BGC0001790	M0293	70	8.12	8.12	Beta-lactamase,OCD_Mu_crystall
BGC0001790	M0396	182	7.368	7.368	Beta-lactamase,PALP
BGC0001790	M0960	191	7.582	7.582	Beta-lactamase,Lipase_GDSL
BGC0001790	MG1176_M0837_M0950_M0951_M0997_M1000_M1001	2290	8.092	8.092	OCD_Mu_crystall,PALP
BGC0001792	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0001792	M0322	106	7.482	7.482	AS-Abhydrolase_6,Beta-lactamase
BGC0001792	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0001797	MG1357_M1293_M1551_M1552	336	-9.109	-3.311	AS-PP-binding_c16,AS-adh_short_C2,Polyketide_cyc
BGC0001797	MG1484_M0032_M2806_M2894	31	-93.284	-83.399	AS-PKS_AT_c24,Methyltransf_11_c7,Polyketide_cyc
BGC0001801	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0001807	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0001807	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0001807	M0329	87	7.501	23.954	AS-p450_c29,AS-pgm_amidino_c0,Aminotran_1_2,ECH_1_c9
BGC0001807	MG1278_M1350_M2101	263	8.45	12.742	GHMP_kinases_N,Lyase_1
BGC0001807	MG1850_M0505_M0626	1246	4.101	4.101	Bac_luciferase,Sugar_tr
BGC0001808	MG1649_M2840_M2857_M2858	655	0.394	20.351	Fer4_14,GTP_cyclohydroI,QueC
BGC0001814	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0001814	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0001814	M1470	110	13.878	32.991	Anth_synt_I_N;Chorismate_bind_c14,DAHP_synth_2_c1,GATase_c25,Glycos_trans_3N;Glycos_transf_3,IGPS
BGC0001814	M1471	280	14.285	22.88	GATase_c25,Glycos_trans_3N;Glycos_transf_3,IGPS
BGC0001814	MG1484_M0032_M2806_M2894	31	-93.284	-89.42	Aminotran_4,Glycos_trans_3N;Glycos_transf_3
BGC0001817	M0652	59	9.275	9.275	AS-DegT_DnrJ_EryC1_c15,Epimerase_c16
BGC0001817	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0001818	M2215	689	12.52	12.52	APS_kinase,PAPS_reduct
BGC0001818	MG1148_M1200_M2213	243	-0.919	5.648	APS_kinase,PAPS_reduct
BGC0001818	MG1294_M2171_M2178_M2179_M2183_M2184_M2194	211	11.36	71.307	AA_kinase_c13,APS_kinase,AS-ATP-grasp_c11,AS-DegT_DnrJ_EryC1_c15,BtrH_N,PAPS_reduct,Peptidase_M20,Semialdhyde_dh,Sulfotransfer_5,Transket_pyr;Transketolase_C,Transketolase_N
BGC0001819	M0163	280	6.233	6.233	Flavin_Reduct,Sugar_tr
BGC0001819	M0782	991	5.902	5.902	Aldedh,Sugar_tr
BGC0001819	M0987	305	7.531	7.531	Aldedh,Flavin_Reduct
BGC0001819	MG1774_M0385_M0855	653	3.388	7.953	Aldedh,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0001823	M0153	118	1.762	1.762	AS-p450_c7,Sugar_tr
BGC0001823	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0001823	M0648	102	3.842	3.842	AS-PP-binding_c30,AS-fabH_c2
BGC0001823	M1003	294	10.288	18.972	3HCDH_N;3HCDH,AS-ADH_N_c16;ADH_zinc_N_2,AS-fabH_c2
BGC0001823	M1137	91	8.46	8.46	AS-AMP-binding_c21,AS-PP-binding_c30
BGC0001823	MG1096_M0401_M0710	192	8.886	24.591	3HCDH_N;3HCDH,AS-ADH_N_c16;ADH_zinc_N_2,AS-fabH_c2,Thioesterase_c39
BGC0001823	MG1357_M1293_M1551_M1552	336	-9.109	-5.81	AS-PP-binding_c16,AS-fabH_c2,Sugar_tr
BGC0001823	MG1887_M0366_M0416	424	-1.537	5.269	AS-PF00561,Sugar_tr
BGC0001823	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-34.462	AS-AMP-binding_c21,AS-PF00561,AS-p450_c7,ECH_1_c42
BGC0001830	M0216	58	10.947	10.947	AS-p450_c29,Thioesterase_c3
BGC0001830	M0437	179	8.37	8.37	AS-DegT_DnrJ_EryC1_c15,NTP_transferase
BGC0001830	M0560	43	7.733	15.4	AS-MGT_c0,GDP_Man_Dehyd,Radical_SAM_c33
BGC0001830	M1090	59	10.581	10.581	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0001830	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001830	MG475_M1088_M1089	204	4.345	4.345	AS-DegT_DnrJ_EryC1_c15,GDP_Man_Dehyd
BGC0001834	M0530	86	9.718	9.718	Methyltransf_2,Trp_dioxygenase
BGC0001835	M1885	174	19.601	19.601	AS-Chal_sti_synt_N_c36;HMG_CoA_synt_C,AS-t2pks2_c2,ECH_1_c18
BGC0001846	M0296	192	6.02	17.307	A_deaminase,DUF4440,FMN_red,Sugar_tr
BGC0001846	MG1850_M0505_M0626	1246	4.101	7.582	Bac_luciferase,FMN_red,Sugar_tr
BGC0001848	M0288	102	7.438	7.438	KR_c25,Polyketide_cyc2
BGC0001848	M0343	128	1.822	5.276	AS-fabH_c2,NAD_binding_9
BGC0001848	M0646	85	-5.207	-5.207	AS-AMP-binding_c38,AS-fabH_c2
BGC0001848	MG1069_M1051_M1791	411	7.936	11.877	AS-fabH_c3,HMG-CoA_red
BGC0001848	MG1071_M1270_M1743_M1789	672	-6.161	33.359	AS-fabH_c3,FMN_dh,GHMP_kinases_N;GHMP_kinases_C,GHMP_kinases_N;MDD_C,HMG-CoA_red
BGC0001848	MG465_M1040_M1406	100	0.783	0.783	KR_c25,NMO
BGC0001848	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	12.848	Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21
BGC0001848	MG841_M1858_M1936	347	9.606	10.402	AS-EntA_c6,Isochorismatase_c21
BGC0001850	M0343	128	1.822	5.276	AS-fabH_c2,NAD_binding_9
BGC0001850	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	12.848	Chorismate_bind_c1;GATase_c1,DAHP_synth_2_c8;DAHP_synth_2_c2,Isochorismatase_c21
BGC0001850	MG841_M1858_M1936	347	9.606	10.402	AS-EntA_c6,Isochorismatase_c21
BGC0001851	M0241	147	6.609	6.609	AS-PF00561,KR_c25
BGC0001851	M0288	102	7.438	7.438	KR_c25,Polyketide_cyc2
BGC0001851	M0652	59	9.275	16.372	AS-DegT_DnrJ_EryC1_c15,AS-PhyH_c3,Epimerase_c16
BGC0001851	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0001851	M1291	24	83.651	177.628	ABM_c1,AS-CaiA_c0,AS-DegT_DnrJ_EryC1_c15,AS-Glyco_transf_28_c6;AS-MGT_c0,AS-MGT_c0,AS-PF00561,AS-PF07366_c9,AS-PhyH_c3,AS-RmlD_sub_bind_c29,AS-dTDP_sugar_isom_c2,AS-p450_c8,AS-t2clf_c39,Cyclase,Epimerase_c16,FAD_binding_3_c35,FAD_binding_4;BBE,GFO_IDH_MocA_c21,Hexose_dehydrat,KR_c28,Methyltransf_11_c7,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_2,Methyltransf_21,Methyltransf_25_c3,Methyltransf_31,Polyketide_cyc2,Rieske;Ring_hydroxyl_A,SnoaL_4
BGC0001851	MG1484_M0032_M2806_M2894	31	-93.284	-65.377	ABM_c1,AS-PF00561,Cyclase,KR_c28,Methyltransf_11_c7,SnoaL_4
BGC0001851	MG1488_M0840_M1121	326	18.423	25.942	AS-MGT_c0,AS-dTDP_sugar_isom_c2,Hexose_dehydrat,Methyltransf_11_c7
BGC0001851	MG1504_M0541_M0794	63	76.389	90.476	ABM_c1,AS-CaiA_c0,AS-DegT_DnrJ_EryC1_c15,AS-MGT_c0,AS-PF00561,AS-PF07366_c9,AS-dTDP_sugar_isom_c2,AS-t2clf_c28,Cyclase,Epimerase_c16,FAD_binding_4;BBE,GFO_IDH_MocA_c21,Hexose_dehydrat,KR_c28,Methyltransf_11_c7,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_2,Polyketide_cyc2,SnoaL_4
BGC0001851	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0001851	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-38.437	AS-PF00561,KR_c25,KR_c28
BGC0001851	MG276_M2671_M2745_M2836	43	-20.984	-14.977	AS-MGT_c0,AS-p450_c8
BGC0001852	M0652	59	9.275	16.372	AS-DegT_DnrJ_EryC1_c15,AS-PhyH_c3,Epimerase_c16
BGC0001852	M1091	81	15.217	22.404	AS-DegT_DnrJ_EryC1_c15,AS-dTDP_sugar_isom_c2,Epimerase_c16,Hexose_dehydrat
BGC0001852	M1291	24	83.651	165.332	ABM_c1,AS-CaiA_c0,AS-DegT_DnrJ_EryC1_c15,AS-MGT_c0,AS-PF00561,AS-PF07366_c9,AS-PP-binding_c28,AS-PhyH_c3,AS-RmlD_sub_bind_c29,AS-dTDP_sugar_isom_c2,AS-t2clf_c39,Cyclase,Epimerase_c16,FAD_binding_3_c35,FAD_binding_4;BBE,GFO_IDH_MocA_c21,Hexose_dehydrat,KR_c19,Methyltransf_11_c7,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_2,Methyltransf_21,Methyltransf_25_c3,Methyltransf_31,Polyketide_cyc2,Rieske;Ring_hydroxyl_A,SnoaL_4
BGC0001852	MG1484_M0032_M2806_M2894	31	-93.284	-62.321	ABM_c1,AS-PF00561,AS-PP-binding_c28,Cyclase,Methyltransf_11_c7,SnoaL_4
BGC0001852	MG1488_M0840_M1121	326	18.423	25.942	AS-MGT_c0,AS-dTDP_sugar_isom_c2,Hexose_dehydrat,Methyltransf_11_c7
BGC0001852	MG1504_M0541_M0794	63	76.389	93.196	ABM_c1,AS-CaiA_c0,AS-DegT_DnrJ_EryC1_c15,AS-MGT_c0,AS-PF00561,AS-PF07366_c9,AS-dTDP_sugar_isom_c2,AS-p450_c44,AS-t2clf_c28,Cyclase,Epimerase_c16,FAD_binding_4;BBE,GFO_IDH_MocA_c21,Hexose_dehydrat,Methyltransf_11_c7,Methyltransf_13;Methyltransf_23;Methyltransf_14,Methyltransf_2,Polyketide_cyc2,SnoaL_4
BGC0001852	MG1524_M0073_M0590	631	3.673	12.961	AS-t2clf_c28,AS-t2clf_c39
BGC0001853	M0388	55	8.437	8.437	AS-AMP-binding_c20,AS-p450_c7
BGC0001853	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0001853	MG1336_M0511_M0964	411	6.665	13.041	AS-AMP-binding_c21,AS-PhyH_c4,Thioesterase_c37
BGC0001853	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-43.466	AS-AMP-binding_c21,AS-PF00561,AS-p450_c7
BGC0001853	MG276_M2671_M2745_M2836	43	-20.984	-17.297	AS-AMP-binding_c20,AS-PP-binding_c10
BGC0001856	M0448	314	7.189	7.189	AS-AMP-binding_c21,AS-PF00561
BGC0001856	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001856	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0001856	M0889	152	6.563	6.563	AS-AMP-binding_c21,Carboxyl_trans
BGC0001856	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001856	M1854	31	-4.028	36.323	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,Epimerase_c47,Radical_SAM_c4,VitK2_biosynth
BGC0001856	MG1423_M1723_M1852	74	-6.585	54.324	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,AS-PF04055_c26,Epimerase_c47,Hexose_dehydrat,Radical_SAM_c4,VitK2_biosynth
BGC0001856	MG1484_M0032_M2806_M2894	31	-93.284	-88.934	AS-PF00561,AS-ksIII_c2,Bac_luciferase
BGC0001856	MG1488_M0840_M1121	326	18.423	30.09	AS-MGT_c0,AS-MGT_c4,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0001856	MG1489_M1416_M1417	369	29.466	62.488	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-ksIII_c2,Epimerase_c16,Epimerase_c47,GDP_Man_Dehyd,GFO_IDH_MocA_c21,Hexose_dehydrat,NTP_transferase
BGC0001856	MG1490_M0790_M1414	198	24.625	41.337	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c47,GFO_IDH_MocA_c21,Hexose_dehydrat
BGC0001856	MG1980_M1827_M1969_M1973_M1974_M1976_M1977	193	-44.001	-37.814	AS-AMP-binding_c21,AS-PF00561,AS-p450_c7,Carboxyl_trans
BGC0001856	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001868	MG830_M1441_M1444_M1450_M1451_M1455	446	3.872	35.038	AS-phzB_c0,Chorismate_bind_c1;GATase_c1,Isochorismatase_c21,PhzC-PhzF_c4,Putative_PNPOx_c5;PNP_phzG_C_c0
BGC0001870	MG547_M1280_M2554_M2621	1285	-3.467	4.432	Lys_Orn_oxgnase_c8,Pyridoxal_deC
BGC0001875	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0001875	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0001875	MG1484_M0032_M2806_M2894	31	-93.284	-81.127	AS-ksIII_c2,Aldo_ket_red,Bac_luciferase,KR_c21
BGC0001877	M0051	37	9.016	9.016	AS-ksIII_c2,GAF;SpoIIE
BGC0001877	M0331	128	8.912	8.912	AS-p450_c29,Beta-lactamase
BGC0001877	M0560	43	7.733	7.733	AS-MGT_c0,GDP_Man_Dehyd
BGC0001877	M0680	56	10.538	10.538	Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001877	M1182	117	7.646	14.024	AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,NTP_transferase
BGC0001877	M1185	200	9.252	9.252	DJ-1_PfpI,HD
BGC0001877	M1854	31	-4.028	9.396	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,Epimerase_c47
BGC0001877	MG1423_M1723_M1852	74	-6.585	19.198	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c4,Epimerase_c47,Hexose_dehydrat
BGC0001877	MG1484_M0032_M2806_M2894	31	-93.284	-92.189	AS-ksIII_c2,AS-p450_c29
BGC0001877	MG1488_M0840_M1121	326	18.423	30.09	AS-MGT_c0,AS-MGT_c4,AS-dTDP_sugar_isom_c2,GDP_Man_Dehyd,Hexose_dehydrat
BGC0001877	MG1489_M1416_M1417	369	29.466	53.411	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,AS-ksIII_c2,Epimerase_c47,GDP_Man_Dehyd,Hexose_dehydrat,Methyltransf_13;Methyltransf_23;Methyltransf_14,NTP_transferase
BGC0001877	MG1490_M0790_M1414	198	24.625	27.035	AS-DegT_DnrJ_EryC1_c47,AS-MGT_c0,AS-dTDP_sugar_isom_c2,Epimerase_c47,Hexose_dehydrat
BGC0001877	MG450_M0751_M2593_M2610	813	7.728	13.019	AS-MGT_c0,GDP_Man_Dehyd,NTP_transferase
BGC0001881	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0001889	M0954	1108	-1.999	21.283	AS-Asn_synthase_c14,AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0001891	M1212	73	10.355	10.355	AS-AMP-binding_c21,AS-PP-binding_c38
BGC0001891	M1297	117	9.269	9.269	AS-AMP-binding_c21,AS-Orn_Arg_deC_N_c0;AS-Orn_DAP_Arg_deC_c3
BGC0001894	M2592	60	17.717	24.604	AS-Glycos_transf_2_c24,AS-RmlD_sub_bind_c29,AS-dTDP_sugar_isom_c4,GDP_Man_Dehyd,NTP_transferase
BGC0001894	MG304_M2189_M2839	176	5.263	8.806	AS-Bac_transf_c8,CbiA
BGC0001894	MG450_M0751_M2593_M2610	813	7.728	22.244	AS-RmlD_sub_bind_c29,AS-dTDP_sugar_isom_c4,GDP_Man_Dehyd,NTP_transferase
BGC0001895	M0140	162	6.564	6.724	Lactamase_B,Polyketide_cyc2
BGC0001895	M0177	159	6.759	6.759	AS-Abhydrolase_6,NAD_binding_10
BGC0001895	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0001895	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0001895	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0001895	MG1484_M0032_M2806_M2894	31	-93.284	-76.422	ABM_c1,AS-PP-binding_c28,NAD_binding_10,SnoaL_4
BGC0001896	M0955	134	8.036	17.53	AS-fabH_c22,Aminotran_1_2,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0001902	MG1314_M1251_M1842	399	11.441	11.441	3HCDH_N;3HCDH,AS-PP-binding_c23
BGC0001903	M0276	113	8.073	8.073	Aminotran_1_2,Aminotran_5
BGC0001903	M0955	134	8.036	17.53	AS-fabH_c22,Aminotran_1_2,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0001903	MG1484_M0032_M2806_M2894	31	-93.284	-91.569	Glycos_trans_3N;Glycos_transf_3,TPP_enzyme_N;TPP_enzyme_M;TPP_enzyme_C
BGC0001904	M0176	123	6.674	6.674	AS-MannoseP_isomer_c2,Polyketide_cyc2
BGC0001904	M0177	159	6.759	6.759	AS-Abhydrolase_6,NAD_binding_10
BGC0001904	M0186	141	7.038	7.038	AS-Abhydrolase_6,Polyketide_cyc2
BGC0001904	M0295	198	5.836	5.836	AS-MannoseP_isomer_c2,Methyltransf_2
BGC0001904	M1262	76	10.524	10.524	Amidase,CN_hydrolase
BGC0001909	M1038	227	6.824	6.824	Aldo_ket_red,Beta-lactamase
BGC0001913	M0247	460	6.231	6.231	AS-Abhydrolase_6,Sugar_tr
BGC0001918	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0001918	M2058	342	1.093	11.412	FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC
BGC0001918	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0001918	MG885_M2035_M2036_M2040_M2053	250	2.826	18.767	AS-AMP-binding_c21,AS-Abhydrolase_6,FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,Trp_dioxygenase
BGC0001919	M1272	330	7.271	7.271	AS-AMP-binding_c21,AS-Abhydrolase_6
BGC0001919	M2058	342	1.093	11.412	FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC
BGC0001919	MG1336_M0511_M0964	411	6.665	8.531	AS-AMP-binding_c21,Thioesterase_c35
BGC0001919	MG885_M2035_M2036_M2040_M2053	250	2.826	22.375	AS-AMP-binding_c21,AS-Abhydrolase_6,Aminotran_5,FAD_binding_6;NAD_binding_1;Fer2,PaaA_PaaC,Trp_dioxygenase
BGC0001920	M0954	1108	-1.999	11.897	AS-PF13471_c2,AS-Stand_Alone_Lasso_RRE_c0
BGC0001922	M0098	170	7.497	7.497	Bac_luciferase,Methyltransf_2
BGC0001922	M0130	110	8.238	8.238	AS-MannoseP_isomer_c2,KR_c12
BGC0001922	M0152	196	7.036	7.036	Bac_luciferase,Polyketide_cyc2
BGC0001922	M0176	123	6.674	6.674	AS-MannoseP_isomer_c2,Polyketide_cyc2
BGC0001922	M0190	114	9.129	9.129	AS-MannoseP_isomer_c2,FAD_binding_4;BBE
BGC0001922	M0201	135	7.691	7.691	AS-MannoseP_isomer_c2,Aldo_ket_red
BGC0001922	M0278	101	7.793	7.793	Aldo_ket_red,Polyketide_cyc2
BGC0001922	M0295	198	5.836	5.836	AS-MannoseP_isomer_c2,Methyltransf_2
BGC0001922	M0314	28	5.158	5.158	Aminotran_1_2,Sugar_tr
BGC0001922	M0514	217	7.062	7.062	KR_c12,Sugar_tr
BGC0001922	M0599	418	5.307	5.307	AS-MannoseP_isomer_c2,Sugar_tr
BGC0001922	M0692	147	7.577	7.577	AS-AMP-binding_c21,Bac_luciferase
BGC0001922	M1068	405	6.422	6.422	Aldo_ket_red,Bac_luciferase
BGC0001922	M1502	240	13.018	13.018	Aminotran_1_2,Biotin_carb_N;CPSase_L_D2;Biotin_carb_C,Biotin_lipoyl
BGC0001922	MG1484_M0032_M2806_M2894	31	-93.284	-79.48	AS-t2ks_c40,Aldo_ket_red,Bac_luciferase,OsmC
BGC0001922	MG1524_M0073_M0590	631	3.673	10.489	ABM_c0,AS-t2clf_c28
BGC0001922	MG1850_M0505_M0626	1246	4.101	8.888	Aldo_ket_red,Bac_luciferase,Sugar_tr
